tweet_id_customer,customer_text,clean_text,support_reply
584543,Hey @AmazonHelp just got a notice a package couldn't be delivered because they couldn't get to my door. Apartment office isn't open yet so they couldn't get into the complex because of the gate. What are my next steps?,Hey just got a notice a package couldn't be delivered because they couldn't get to my door. Apartment office isn't open yet so they couldn't get into the complex because of the gate. What are my next steps?,"@257938 Hi there, please reach out to us here: https://t.co/hApLpMlfHN for assistance scheduling a redelivery. Thank you ^AP"
2613228,@115850 @AmazonHelp @115850 order no.407-0524895-3977124 recd msg for cod delivered but didnt recd the phone.pl lookinto the matter,order no. - - recd msg for cod delivered but didnt recd the phone.pl lookinto the matter,@738791 Apologies. Request you to get in touch with our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN
1255688,"@115850  I'm unable to place order of microwave from app as well from webpage

And your call me now customer number is useless",I'm unable to place order of microwave from app as well from webpage And your call me now customer number is useless,@159105 I'm sorry for the trouble you have placing an order. Could you help us with the error message you are getting? ^MJ
2400363,@115850 I am not able to find order number 171-3646200-2201164 on Oct 14th. Want to return one item and there is no way to! call8790844099,I am not able to find order number - - on Oct 14th. Want to return one item and there is no way to! call8790844099,@690657 That's strange. Please do not worry and reach out to our support team here: https://t.co/vlvfJr4nN9 and we will assist you. ^NK
545769,@AmazonHelp It was a Prime order (29€ with free shipping) . They send me an e mail (few hours ago) to say that the package will arrive the 7th . Thank u,It was a Prime order ( € with free shipping) . They send me an e mail (few hours ago) to say that the package will arrive the 7th . Thank u,"@246885 Sorry for the delay. Thank you, for the update. Our Customer Service personnel are always at your disposal for any questions. ^ZC"
2643352,"@AmazonHelp Hi 
I have an issue with signing in,
Each time i put my pass it shows to me it's incorrect , even if I changed my pass","Hi I have an issue with signing in, Each time i put my pass it shows to me it's incorrect , even if I changed my pass","@745862 Oh no! We'd like to look into this with you, please contact us via email here: https://t.co/zYVX1Qi29G. ^LH"
1217431,"@AmazonHelp The items were sold by you, amazon. I have No idea where it has been since Monday.","The items were sold by you, amazon. I have No idea where it has been since Monday.",@124142 We'd like to take a better look at this with you. Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^KP
11017,Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?,Hey What’s the point of preordering a game if I don’t get it until days after release?,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC
292811,@119625 until last night I could watch Madam Secretary s3 today it says not available due to geographic licence restrictions.,until last night I could watch Madam Secretary s3 today it says not available due to geographic licence restrictions.,@185736 That's strange! Are you trying to access Prime video outside India? ^MK
230064,"@115850 Called the Amazon delivery agent, he told me it was cancelled and in my order detail. Why does it says I cancelled it ?M I goin 2 get d phn?","Called the Amazon delivery agent, he told me it was cancelled and in my order detail. Why does it says I cancelled it ?M I goin get d phn?",@170818 We apologize for the glitch. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhyZiK1 ^CB.
1495233,@AmazonHelp he already done each and every thing no response from your side...now what to do,he already done each and every thing no response from your side...now what to do,"@467173 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^MN"
334053,"@AmazonHelp UR Amazon home services team is literally showing me HELL with your idiotic and false promises.
20days still installation not done.",UR Amazon home services team is literally showing me HELL with your idiotic and false promises. 20days still installation not done.,@183298 Sincere apologies for the delay. Please fill this form: https://t.co/beaaDm0muc and we'll get this resolved right away.^RS
2338187,"@115850 @AmazonHelp Recvd Defective @132995 5. Requested for Replacement yet 
No action. Pathetic Service. order no.405-8458284-3257129",Recvd Defective . Requested for Replacement yet No action. Pathetic Service. order no. - -,"@444341 Apologies for the delay. I'd like to help make things right, kindly drop in your details here:https://t.co/beaaDm0muc 1/3 ^EM"
584579,"@115830 @115821 This just arrived in one of my honeypot emails, the missing www is a clue that it's #phishing  Be careful what you click on no matter how credible it may appear! #infosec #cybersecurity https://t.co/4OBftYo6dL","This just arrived in one of my honeypot emails, the missing www is a clue that it's #phishing Be careful what you click on no matter how credible it may appear! #infosec #cybersecurity","@257945 Thanks for reaching out to us about this. For details on how to report this, please see here: https://t.co/u0H3l2dkcf ^CO"
502513,"@AmazonHelp December 3rd, my game hasn't shipped yet","December 3rd, my game hasn't shipped yet","@235052 I'm very sorry that your order has not shipped yet. If we missed the guaranteed delivery date, we'll refund the shipping charges, as detailed here: https://t.co/P6TUS9DPD1  Does your tracking information show you a delivery date? ^SP"
2758140,"@AmazonHelp Thanks for reply, pls find as required info
15-Nov-2017
Order #
403-4240161-7066737, agent called me on Friday when they rchd 2 my ofc but that time I was busy with our mgmt, I called bck to him after 30 min he said away from ur location, it will get delivered nxt day.Awaited","Thanks for reply, pls find as required info -Nov- Order # - - , agent called me on Friday when they rchd my ofc but that time I was busy with our mgmt, I called bck to him after min he said away from ur location, it will get delivered nxt day.Awaited","@771844 Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. ^SF"
2300521,"My ""deliver yesterday by 8pm"" @115821 package still hasn't even shipped.","My ""deliver yesterday by 8pm"" package still hasn't even shipped.",@513974 I'm very sorry that your order has yet to arrive. Have you been provided a reason for this delay or an updated delivery date? This typically comes via e-mail. ^AB
1155456,@115850 Product received in this condition https://t.co/bBlVlUvpqY and support not helping at all :/ ORDER # 405-6689950-3214743,Product received in this condition and support not helping at all :/ ORDER # - -,"@391812 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK"
1665330,@AmazonHelp I would request you to initiate the refund because this is not my problem that u are not picking the return.,I would request you to initiate the refund because this is not my problem that u are not picking the return.,@507256 I understand your concern. Please share your details through the secure link provided earlier and we'll reach out to you. ^AP
1335178,@AmazonHelp return for sari from pallav was scheduled for today by blue dart between 3 to 6 PM no one came till now. Pl expedite,return for sari from pallav was scheduled for today by blue dart between to PM no one came till now. Pl expedite,@215706 Apologies for the unpleasant experience. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
434408,@115850 Even with additional shipping charges it's cheaper to buy from .com than .in! Why the atrocious pricing? https://t.co/Agqj4E7xKq,Even with additional shipping charges it's cheaper to buy from .com than .in! Why the atrocious pricing?,@218227 I do get your concern.The prices are decided by the sellers. You can connect with the seller for detailed explanation on pricing.^MM
2772996,"@AmazonHelp so this means that I hv to live with buying a Rs 99 product for Rs 120, just because you updated the price wrongly on your website when the product actually costs less?","so this means that I hv to live with buying a Rs product for Rs , just because you updated the price wrongly on your website when the product actually costs less?","@775053 I get your concern. However, the prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive from our sellers. Appreciate your understanding here. ^HS"
2268856,cant trust @115850 dey send delivered msg before delivering d product second time repeated the issue.... @AmazonHelp #171-5667837-2325160,cant trust dey send delivered msg before delivering d product second time repeated the issue.... # - -,"@660250 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^ZH"
1347563,@AmazonHelp It is today through Nov 1st and the items still haven’t shipped 😐,It is today through Nov 1st and the items still haven’t shipped 😐,@434255 Items with a delivery date range can ship within that range. You can find out more about it here: https://t.co/vP1OKvYvPC ^AJ
2622489,@115830 @AmazonHelp Whats the email for complaints? You've royally stuffed me over today :(,Whats the email for complaints? You've royally stuffed me over today :(,@470442 I am very sorry to hear this Mikey. So I can assist you better can I ask for you to give us details of your complaint without giving sensitive account information please. ^GA
1257746,"@171328 @115821 @AmazonHelp @115850 , Already paid delivery charges while ordering. Why pay again for the same? Why accept order if undeliverable?",", Already paid delivery charges while ordering. Why pay again for the same? Why accept order if undeliverable?","@414730 I'm sorry for the inconvenience, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. (1/2) ^SI"
1077751,"@AmazonHelp I don't know, it never shipped. Then I contacted your customer service and it updated to shipping Monday for delivery Tuesday.","I don't know, it never shipped. Then I contacted your customer service and it updated to shipping Monday for delivery Tuesday.","@374252 We aim to meet the original delivery date, I'm sorry this wasn't the case. Please keep us updated on the new date. Orders should arrive by 8 PM. ^LI"
99808,@AmazonHelp @115851 Are you guys kidding me?? I have been following up continuously but not getting the solution.. https://t.co/igceoeyjvK,Are you guys kidding me?? I have been following up continuously but not getting the solution..,"@137099 Allow us to check this close and assist. Please share the required details, here: https://t.co/GIJyeYqKE0 and we'll get back with an update. ^YP"
2124782,"This is my third @115821 fire stick from @127271, each one gave me this message. Amazon customer support tell me to keep exchanging them... @AmazonHelp @138244 https://t.co/eP7mc8Zy8O","This is my third fire stick from , each one gave me this message. Amazon customer support tell me to keep exchanging them...",@625771 I'm sorry! Your screenshot is showing unable to connect to Wi-Fi. Please try these steps: https://t.co/LASKMnhKna ^AC
2734350,"@AmazonHelp I already called an associate and got it worked out! Thanks, you guys are great!","I already called an associate and got it worked out! Thanks, you guys are great!",@766369 You're very welcome! Glad to hear it was sorted out! ^SW
1114904,@AmazonHelp I don't know any thing I need. Call back on 7411457616 now u r cheater I don't trust u guys call asap otherwise I will take legal action,I don't know any thing I need. Call back on now u r cheater I don't trust u guys call asap otherwise I will take legal action,@383098 We'd want to help. Please fill in your details in the form given to you earlier. We'll not be able to reach you directly. ^JC
2754666,@115833 My Echo keeps playing Spotify without being asked. I’m having to unplug it to stop it happening. Is there a fix?,My Echo keeps playing Spotify without being asked. I’m having to unplug it to stop it happening. Is there a fix?,@261934 Hmm. Have you tried to reset your Echo to see if that clears it up? ^JZ
1070093,@AmazonHelp It says “delivered in mailbox” for all three books.  NOT in mailbox.  Very urgent that I get these books,It says “delivered in mailbox” for all three books. NOT in mailbox. Very urgent that I get these books,"@349328 We don't have acct access via Twitter, so please contact us here so we can address this together: https://t.co/hApLpMlfHN ^KN"
1489149,@AmazonHelp I needed this order today? Do I get my money back for paying an extra like 40€ for priority shipping and it wasn't a priority?,I needed this order today? Do I get my money back for paying an extra like € for priority shipping and it wasn't a priority?,"@120768 Hi Lee, what was the delivery date in the order confirmation email? ^AT"
861209,@AmazonHelp Mail already answer but not call answer,Mail already answer but not call answer,@190745 If you've replied to the email sent by the social media team will check and respond to you accordingly. ^NR
235189,@115821 @12747 This is a call history https://t.co/0gA1qpTfPZ,This is a call history,@172009 Could you please let us know if you've filled the details in the link provided earlier? ^RB
483030,@115830 Why is it so hard to get the details of the carrier for your 2 day late package?! About to cancel it and then cancel Prime as this is a joke,Why is it so hard to get the details of the carrier for your day late package?! About to cancel it and then cancel Prime as this is a joke,"@229889 Hi Jamie, I am sorry to hear that! Without going into any personal account info can you tell us more about this? ^HS"
961407,"@AmazonHelp It's okay, like I said I know mistakes happen. Just didn't know what my recourse was. Carrier was AMZL US","It's okay, like I said I know mistakes happen. Just didn't know what my recourse was. Carrier was AMZL US",@348150 We'd like to look into this. Please securely relay specifics to us here: https://t.co/MQYW6QhHZM &amp; we'll be in touch. ^MV
862443,"@AmazonHelp No response or update after writing mails and calling to customer service, pathetic service","No response or update after writing mails and calling to customer service, pathetic service","@324789 Sorry about the bad experience. We'd like a closer look, please drop in the details here: https://t.co/HQhpS2qeEd ^MS"
2531761,@AmazonHelp @115850 @115851 Return is intentionally not being picked up for last 5-7 days. Order 404-7148114-1043526.,Return is intentionally not being picked up for last - days. Order - - .,"@120778 That's strange. We'd like to assist you with this, could you please drop in your details in the link provided earlier1/3^AH"
2403877,"@115821 @2150 stinks in NY!! My shipment is late. There is no good information on tracking. The one good thing about your brand is speed and convenience, @2150 is ruining both! I will cancel orders shipped by them!","stinks in NY!! My shipment is late. There is no good information on tracking. The one good thing about your brand is speed and convenience, is ruining both! I will cancel orders shipped by them!","@691494 Sorry to hear that- we don't have an option of selecting the carrier, the system does it automatically. What is the exact status of your parcel atm:  https://t.co/Y5jpI9gRhE ? ^MA"
102988,@AmazonHelp 2 failed delivery attempts before the office closes. I suspect the driver wanted an early night twice! Please could you help resolve this?,failed delivery attempts before the office closes. I suspect the driver wanted an early night twice! Please could you help resolve this?,"@138649 Hi, Jamie! I'm sorry about the failed delivery attempts with your orders. Please contact us so we can discuss this issue in real time. https://t.co/JzP7hlA23B We look forward to hearing from you! ^VR"
1137901,I'm so fucking tired of @117634 How hard is it to download one ebook??? Jeez!!,I'm so fucking tired of How hard is it to download one ebook??? Jeez!!,@388022 Oh no! We'd like to help. What troubles are occurring when trying to download the eBook? ^AB
2238657,@AmazonHelp are you guys going to roll over my subscription?,are you guys going to roll over my subscription?,@652750 The Subscription wouldn't be affected by any such changes. ^MN
977317,@115850 @AmazonHelp Got my iPhone 7. Thanks @115850 @AmazonHelp 🙏🙏🙏 I'm grateful . https://t.co/NjRIopoSpn,Got my iPhone . Thanks 🙏🙏🙏 I'm grateful .,@210540 Congratulations! Glad to hear that you received the prize. 👍 Have a super Sunday &amp; party hard 😉^VN
979609,@AmazonHelp @149473 my pick is delayed due to lack of coordination between u two One says it will be picked today and later says Mon,my pick is delayed due to lack of coordination between u two One says it will be picked today and later says Mon,@321988 I'm sorry about the delay with the return. Could you confirm sharing your details in the link (1/2) ^GK
1763857,@AmazonHelp what’s the issue with packages to PR? Everything is taking forever to ship. Do I have to cancel my prime and stop using amazon? https://t.co/FQbHdTwSrS,what’s the issue with packages to PR? Everything is taking forever to ship. Do I have to cancel my prime and stop using amazon?,@312150 I'm sorry for the frustration. Here is how shipping times are calculated: https://t.co/h2wwwcNHJT ^BA
124007,"@AmazonHelp Are you guys not reading what Im writing? I cannot accest the account. It was locked, so why on earth are you debitting me a 100 bucks for a prime membership for an account you won’t let me access! https://t.co/hkd3YVWKWE","Are you guys not reading what Im writing? I cannot accest the account. It was locked, so why on earth are you debitting me a bucks for a prime membership for an account you won’t let me access!","@143734 When you get to the page that ^LA posted, click on skip sign in. This will allow you to give us the details we need to look into this for you. ^DG"
2094101,"@AmazonHelp Had cancelled an item from my order, but it didnt get cancelled and the courier dropped it off. Need to return it","Had cancelled an item from my order, but it didnt get cancelled and the courier dropped it off. Need to return it",@618727 You may click here: https://t.co/dgreAZQ5qf to initiate a return. Please let us know for further assistance. ^BS
1959434,@AmazonHelp I don’t get any messages AT ALL. My kindle is currently connected to my computer via usb and it doesn’t even recognises the kindle as a device,I don’t get any messages AT ALL. My kindle is currently connected to my computer via usb and it doesn’t even recognises the kindle as a device,@581250 I am sorry to hear this. Please reach out to us through the link below so we can assist you further: https://t.co/JzP7hlA23B.^GA
108192,@115821 Amazon Logistics is a nightmare! They completely ignore shipping instructions and never deliver on time.  And... I've been waiting a week for a package with 2 day guaranteed delivery,Amazon Logistics is a nightmare! They completely ignore shipping instructions and never deliver on time. And... I've been waiting a week for a package with day guaranteed delivery,"@140014 Oh no, Sue! We'd like to look into this together. Please give us some extra details here: https://t.co/QHCkNVbQNt and we can get this to the appropriate team! ^MT"
1569532,"I never got my order, what is going on?? U cheater!! @115821 @115850","I never got my order, what is going on?? U cheater!!",@438502 Sorry about the order. Please report this to our support team here: https://t.co/vlvfJr4nN9. ^HA
304399,"Hey @115821, why do you entice me with same-day delivery only to tell me in the evening you can't do it? 😠","Hey , why do you entice me with same-day delivery only to tell me in the evening you can't do it? 😠",@188698 I'm sorry for the wait. We're happy to review the order and any available options with you here: https://t.co/hApLpMlfHN ^JR
2940221,@115830 got home to find my parcel just dumped on the chair next to my front door! Not impressed anyone could have taken it! https://t.co/87cDCPg4Jj,got home to find my parcel just dumped on the chair next to my front door! Not impressed anyone could have taken it!,"@812615 My apologies, Laura. If you'd like to leave carrier feedback, please visit us here: https://t.co/JzP7hlA23B ^RB"
590800,@AmazonHelp my parcel had the packing slips for 5 other orders that aren’t mine in :/ just thought you should know.,my parcel had the packing slips for other orders that aren’t mine in :/ just thought you should know.,@259747 I'm sorry to hear this occurred. We'd like to make sure this is addressed.  Please contact us here: https://t.co/JzP7hlA23B ^CO
458947,Pays for @115821 prime... orders pkg. 2day. Prime ship... arrives today by 8p... it arrived in the facility before 6am. Past 8p... oh you get you package 2 MORE days from now. Pointless to have prime anymore.,Pays for prime... orders pkg. 2day. Prime ship... arrives today by 8p... it arrived in the facility before 6am. Past 8p... oh you get you package MORE days from now. Pointless to have prime anymore.,@223993 Oh my. Who was the carrier for your order? We are here to help! ^BA
450821,"@AmazonHelp Amazon, your couriers ‘attempted delivery’ and failed despite me being in, and i’ve been lied to multiple times on the phone saying my item is arriving before 8pm but it hasn’t arrived. What can i do? Sick with your service","Amazon, your couriers ‘attempted delivery’ and failed despite me being in, and i’ve been lied to multiple times on the phone saying my item is arriving before 8pm but it hasn’t arrived. What can i do? Sick with your service",@221890 I am so sorry for your poor experience! We would like to look into this issue in real-time. Please contact us as soon as possible here: https://t.co/JzP7hlRCV9 ^LS
1249963,@115821 having trouble with my account,having trouble with my account,"@413274 I'm sorry for the trouble! Without posting account details, are you unable to sign-in, or is something else going on? ^JR"
783367,"@115821 If @115821 doesn’t somehow make my copy of Mario Odyssey appear, I’m going to need a refund and just buy it digital.","If doesn’t somehow make my copy of Mario Odyssey appear, I’m going to need a refund and just buy it digital.",@306986 I'm sorry you haven't received it! We're happy to review the order and assist you directly here: https://t.co/hApLpMlfHN ^JR
762471,Woke up to half of my screen not working on my @117634 called the customer service and they literally offer nothing @115821,Woke up to half of my screen not working on my called the customer service and they literally offer nothing,@302181 I'm sorry to hear this happened with your device! What information were we able to provide you about this? ^GL
1147855,@AmazonHelp @115850  i ordered jiofi have some problem in parcel contact me 7020649600,i ordered jiofi have some problem in parcel contact me,@390138 We'd like to help you with the issue. Could you please tell us what happened? ^OS
176386,"@AmazonHelp No,after I changed the password I didn’t find any email from amazon account specialist.","No,after I changed the password I didn’t find any email from amazon account specialist.","@157501 That's odd! Let take a look into this in real-time. When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN ^HM"
497281,"Dear @115821, 
Where’s my Echo Dot?
Sincerely,
The concerned father of Alexa.","Dear , Where’s my Echo Dot? Sincerely, The concerned father of Alexa.","@233671 Oh no! Alexa, missing? We can't have that- we're on the case! What was the delivery date provided in your confirmation e-mail? It may also help to know what your most recent tracking update is, which can be found here: https://t.co/Y5jpI9gRhE. ^BL"
1600414,"@115850 is this 100 rps worth of wrapping, n luk at dis poorly printed note, n box of this pdct is so old, thanq fo spoiling my mum’s bday https://t.co/qGUrfp7UWh","is this rps worth of wrapping, n luk at dis poorly printed note, n box of this pdct is so old, thanq fo spoiling my mum’s bday",@155893 Kindly report this to our support team here: https://t.co/HQhpS2qeEd. We'll definitely look into it. 2/2 ^PS
183488,"#Order canceled by Amazon India, complaint filed against #Amazon
https://t.co/qUK9raPnjt","#Order canceled by Amazon India, complaint filed against #Amazon",@159152 Let me help you out here with a possible solution. Could you please drop your details here: (1/2) ^VM
378424,"@115821 @115850  this is my order delatil ,plz forward ke my new invoice on my email __email__ https://t.co/ZwxdPesRLu","this is my order delatil ,plz forward ke my new invoice on my email __email__",@205807 Please contact us here: https://t.co/vlvfJr4nN9 so we could assist you with your concern on priority.(1/2)^RS
219534,"@AmazonHelp @115851 there is nothing to revert, it says matter has been escalated, same email I have received n number of times in last 3 months.","there is nothing to revert, it says matter has been escalated, same email I have received n number of times in last months.","@168355 I understand you're concerned regarding the cashback. As our team has sent an email correspondence, kindly revert to it. ^AP"
542087,How can I pass on a compliment about a member of your staff? @115830 @AmazonHelp 🤗,How can I pass on a compliment about a member of your staff? 🤗,@245812 I'm happy to hear you've had a great experience! In the e-mail after the contact there is a survey. The feedback given there goes directly to the agent's leadership. 😁 ^MT
505923,"@AmazonHelp Hi no, it’s not charging at all.  We managed to get some charge but after being plugged in for 2 hours only hit 2%.","Hi no, it’s not charging at all. We managed to get some charge but after being plugged in for hours only hit %.","@236050 I'm sorry to hear that, Catherine!  It may be best to contact us so a member of our Fire Tablet team can assist you with further troubleshooting.  You can reach out to us here:  https://t.co/JzP7hlA23B.  ^WB"
21045,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,Dearest this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update!,@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW
2522319,"@AmazonHelp Every time I do that, I'm basically told none of this NEVER happened. And I'm not getting a refund even though it was a shipping delay and not a payment issue.","Every time I do that, I'm basically told none of this NEVER happened. And I'm not getting a refund even though it was a shipping delay and not a payment issue.","@407433 I'm sorry, but we aren't able to view your account details on Twitter. We would still like to get this sorted. Please give us another chance to make this right for you. Reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS"
234763,"@AmazonHelp What if i don't like the sound of the headset ?
i can't return it and i am trapped man.",What if i don't like the sound of the headset ? i can't return it and i am trapped man.,@171904 Apologies for the inconvenience due to policy and the suggested system of working. (1/2) ^BS
1869782,"In the past month, I’ve had more orders delayed and didn’t meet the same day or 2 day delivery Prime window.  What’s up with @115821 lately?","In the past month, I’ve had more orders delayed and didn’t meet the same day or day delivery Prime window. What’s up with lately?",@221241 Oh no! Have we been missing the delivery date shown in your order confirmation e-mails here: https://t.co/oM2LOqF7Sc ^NN
661423,@AmazonHelp Prime really doesn’t mean anything anymore. Most online retailers offer 2-day free shipping WITHOUT having to pay for membership.,Prime really doesn’t mean anything anymore. Most online retailers offer -day free shipping WITHOUT having to pay for membership.,"@277598 I'm sorry for the issues you've had receiving your order! What was the delivery date provided in your order confirmation here: https://t.co/Y5jpI9gRhE? When you contacted us, what options were we able to provide? ^BN"
2728066,@AmazonHelp placed an order not yet been charged. When will I be charged for it ?,placed an order not yet been charged. When will I be charged for it ?,@725576 Hi there! You will be charged for the order once it ships. You can check on the tracking here: https://t.co/aaDyEz1VgE ^SM
262132,@115821 Why does your Prime Shipping suck so bad now.  I can't get a single order delivered correctly.,Why does your Prime Shipping suck so bad now. I can't get a single order delivered correctly.,@151670 I'm sorry for any inconvenience! Have you reported this to us? Is there a current order issue: https://t.co/3kQwjObgTc? ^GM
262579,Amazon Logistics in Austin is a train wreck. https://t.co/hZgrAMq721,Amazon Logistics in Austin is a train wreck.,@178549 Do you have an issue with a current order being dispatched via Amazon Logistics? Please let us know. ^EZ
669216,"@AmazonHelp Thank you so much , refund initiated against my faulty order.","Thank you so much , refund initiated against my faulty order.",@182582 Perfect! We're glad to know. Thanks for confirming. ^KK
662760,Someone not getting their Thanksgiving gift because @115821 #guaranteed doesn’t mean #guaranteed https://t.co/fk97cuuWI1,Someone not getting their Thanksgiving gift because #guaranteed doesn’t mean #guaranteed,"@277901 I'm so sorry for the wait! If it hasn't arrived by Sunday, or for direct assistance, please reach us via phone or chat using this link: https://t.co/hApLpMlfHN. Guarantee details: https://t.co/SwXrlx0K3Y ^JR"
449921,@AmazonHelp activated a free trial of amazon prime about an hour ago and it still says your membership should be active in a few minutes...,activated a free trial of amazon prime about an hour ago and it still says your membership should be active in a few minutes...,"@221639 That's odd! You can view your Prime membership at anytime here: https://t.co/PL9hnRupEA If it still isn't showing as active, try clearing the cache and cookies from your browsers history. Let us know if you continue to experience the problem. We're here for you! ^SK"
707946,@AmazonHelp I've done it two days back..,I've done it two days back..,@206099 What is the error you're seeing when you try to change the number? ^HD
416975,@115850 is the echo dot available in India first generation or second? If I already have a prime... Will the free subscription still work?,is the echo dot available in India first generation or second? If I already have a prime... Will the free subscription still work?,@214482 The Echo is the second generation that has been launched in India. Your Amazon Prime Membership (1/2) ^VM
1083890,@AmazonHelp How many times I talk to customer service or tweet ...,How many times I talk to customer service or tweet ...,@375674 We'll get back to you soon. (2/2) ^SI
1722482,Preorder within seconds? 👍🏻 Prime Member 👍🏻 Day off work 👍🏻 Money Taken 25 hours ago 👍🏻 #XboxOneX despatched? 💩 Thanks @115830,Preorder within seconds? 👍🏻 Prime Member 👍🏻 Day off work 👍🏻 Money Taken hours ago 👍🏻 #XboxOneX despatched? 💩 Thanks,@516094 Sorry to hear this - we do aim to deliver as promised. It can still dispatch today for delivery today. ^TD
227044,"@AmazonHelp It has been given many times, pls arrange the pickup and refund my money
@115821 @115850 @120781 @164163 @4031 @11892","It has been given many times, pls arrange the pickup and refund my money",@158923 details from the link here: https://t.co/beaaDm0muc to assist you further. (2/2)^HR
19143,@115850 Really!!! Check the image.I have not received it yet and when I spoke to customer care she said it will take 3 days.I paid for fast delivery https://t.co/fBEeZGvhDa,Really!!! Check the image.I have not received it yet and when I spoke to customer care she said it will take days.I paid for fast delivery,"@677311 I'm sorry for the delay, please fill this form: https://t.co/cllwXc2HeK and we'll get back to you right away. ^SI"
2883388,@AmazonHelp heres my o ORDER # 111-7632979-8479402,heres my o ORDER # - -,@799922 We cannot check accounts/orders through Twitter but if you use the link provided on the previous post you can obtain this information so we can assist you further.^GA
2855245,"@122232 Just tweeted re lying driver ""could not find address"" Amazon parcel no is 4781360522.  Really upset.","Just tweeted re lying driver ""could not find address"" Amazon parcel no is . Really upset.","@793657 Hi there, I'm sorry to see you're having some trouble with a parcel! You can find their contact information here: https://t.co/NS96hfrjIE Please keep us posted on the outcome of your contact and let us know if you have any further questions. ^DW"
1082356,@371400 Ordered a phone for same-day delivery. Received it after 3-days. Got charged a fee for the speedy 'service' anyways. @115821 truly competing,Ordered a phone for same-day delivery. Received it after -days. Got charged a fee for the speedy 'service' anyways. truly competing,"@375309 Apologies for the delay in delivery of your order, Sumeet. Please report this to our team here: https://t.co/TdDksLo6Mf ^HD"
2576955,"@115850 you people are horrible, stop making and self decision and ask what the customer wants.","you people are horrible, stop making and self decision and ask what the customer wants.","@254045 Our apologies for any inconvenience you had to go through, Saloni. Please tell us what went wrong and we'll be glad to help you. ^MK"
1641398,@115821 used to have the best cutomser service and now I'd rather somersault through broken glass than have to call them. 🙄🤷🏽‍♀️,used to have the best cutomser service and now I'd rather somersault through broken glass than have to call them. 🙄🤷🏽‍♀️,"@501796 I'm sorry you had a poor experience with us! Without providing personal info, can you tell us more about the problem?^AR"
656160,@AmazonHelp Amazon logistics is the carrier. Do you want the tracking number so you can see whats wrong with the tracking information?,Amazon logistics is the carrier. Do you want the tracking number so you can see whats wrong with the tracking information?,"@276098 Hello, we do not have access to your account/order details via twitter. Please reach out to us here so we may look into this for you: https://t.co/JzP7hlA23B ^CR"
790570,@115850 @AmazonHelp hy there is lot of differencen cloth f socks.plz send m.original socks. https://t.co/fSJgbyxwKJ,hy there is lot of differencen cloth f socks.plz send m.original socks.,@233041 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN
2144474,@AmazonHelp Hi this is the third time I am contacting Amazon about my order? Can you DM me for the details?,Hi this is the third time I am contacting Amazon about my order? Can you DM me for the details?,@630484 We can't access your account via Twitter. We'd still like to help! You can DM us here. ^AR https://t.co/1XyLaGkcaN
847872,Hey @AmazonHelp I didn't order anything-is this spam? https://t.co/vPXVDMA2Xl,Hey I didn't order anything-is this spam?,"@321508 Hi, it's not from us, don't submit any of your details on the link. ^AT"
1265282,"@AmazonHelp Please send me the detail of courier service centre and the concerned person, who will be delivering my item...","Please send me the detail of courier service centre and the concerned person, who will be delivering my item...",@416282 and I'll reach out to you. ^SA
1459810,"@116935 I’m a Prime member, care to tell me what’s going on here? https://t.co/EWJWmwF3Rq","I’m a Prime member, care to tell me what’s going on here?","@458839 Hmm, we'd like to take a closer look at this. At your convenience, please call or chat with us: https://t.co/3nlRGjuxWy ^MB"
2570130,@115850 is there any sale coming,is there any sale coming,"@728911 We've no news to share on this just now, please stay tuned to our website for any updates. ^MP"
2568519,Amazon delivery driver just left a bottle of urine infront of my house. Disgusting. Never heard of a bin? Or a toilet?! @115830 https://t.co/5wz9gNnqS5,Amazon delivery driver just left a bottle of urine infront of my house. Disgusting. Never heard of a bin? Or a toilet?!,@728534 This is not the behavior we expect from our drivers. A specialist would like to review this here https://t.co/bJjsPG7TJQ ^FD
